title,authors,url,citations,abstract
[PDF][PDF] Optimizing Clinical Trial Data Management through RPA: A Strategy for Accelerating Medical Research,"K Venigandla, VM Tatikonda - researchgate.net",https://www.researchgate.net/profile/Kamala-Venigandla/publication/379406232_Optimizing_Clinical_Trial_Data_Management_through_RPA_A_Strategy_for_Accelerating_Medical_Research/links/6606f7f9390c214cfd24427a/Optimizing-Clinical-Trial-Data-Management-through-RPA-A-Strategy-for-Accelerating-Medical-Research.pdf,"[{'title': 'MLA', 'content': 'Venigandla, Kamala, and Venkata Manoj Tatikonda. ""Optimizing Clinical Trial Data Management through RPA: A Strategy for Accelerating Medical Research.""'}, {'title': 'APA', 'content': 'Venigandla, K., & Tatikonda, V. M. Optimizing Clinical Trial Data Management through RPA: A Strategy for Accelerating Medical Research.'}, {'title': 'Chicago', 'content': 'Venigandla, Kamala, and Venkata Manoj Tatikonda. ""Optimizing Clinical Trial Data Management through RPA: A Strategy for Accelerating Medical Research.""'}, {'title': 'Harvard', 'content': 'Venigandla, K. and Tatikonda, V.M., Optimizing Clinical Trial Data Management through RPA: A Strategy for Accelerating Medical Research.'}, {'title': 'Vancouver', 'content': 'Venigandla K, Tatikonda VM. Optimizing Clinical Trial Data Management through RPA: A Strategy for Accelerating Medical Research.'}]","… Collaborative efforts between researchers, IT professionals, and regulatory experts are … 
Talent and Skills Gap: Addressing the talent and skills gap in clinical trial data management …"
A regional comparison of the skills sought by employers for entry-level marketing analytics professionals,"ADA Stanton, WW Stanton - Applied Marketing Analytics, 2023 - ingentaconnect.com",https://www.ingentaconnect.com/content/hsp/ama/2023/00000008/00000003/art00006,"[{'title': 'MLA', 'content': 'Stanton, Angela D\'Auria, and Wilbur W. Stanton. ""A regional comparison of the skills sought by employers for entry-level marketing analytics professionals.""Applied Marketing Analytics8.3 (2023): 283-301.'}, {'title': 'APA', 'content': 'Stanton, A. D. A., & Stanton, W. W. (2023). A regional comparison of the skills sought by employers for entry-level marketing analytics professionals.Applied Marketing Analytics,8(3), 283-301.'}, {'title': 'Chicago', 'content': 'Stanton, Angela D\'Auria, and Wilbur W. Stanton. ""A regional comparison of the skills sought by employers for entry-level marketing analytics professionals.""Applied Marketing Analytics8, no. 3 (2023): 283-301.'}, {'title': 'Harvard', 'content': 'Stanton, A.D.A. and Stanton, W.W., 2023. A regional comparison of the skills sought by employers for entry-level marketing analytics professionals.Applied Marketing Analytics,8(3), pp.283-301.'}, {'title': 'Vancouver', 'content': 'Stanton AD, Stanton WW. A regional comparison of the skills sought by employers for entry-level marketing analytics professionals. Applied Marketing Analytics. 2023 Dec 1;8(3):283-301.'}]","… The report also projected that an additional 1.8 million data professional positions will be 
created in the region between 2020 and 2025 and that the data skills gap will result in 484,000 …"
Bridging the gap between fashion design curricula and industry requirements,N Nguyen - 2023 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=kent1682695576431451,"[{'title': 'MLA', 'content': 'Nguyen, Nga.Bridging the gap between fashion design curricula and industry requirements. MS thesis. Kent State University, 2023.'}, {'title': 'APA', 'content': ""Nguyen, N. (2023).Bridging the gap between fashion design curricula and industry requirements(Master's thesis, Kent State University).""}, {'title': 'ISO 690', 'content': ""NGUYEN, Nga.Bridging the gap between fashion design curricula and industry requirements. 2023. Master's Thesis. Kent State University.""}]","… This study aimed to bridge the skills gap between fashion design students’ Acquired 
Skills from fashion institutions and the Required Skills from the industry by comprehensively …"
[PDF][PDF] SOCIAL-PSYCHOLOGICAL ASPECTS OF THE COMPETENCE OF IT SPECIALISTS IN THE CONTEXT OF PROFESSIONAL INTERACTION,"O Rot-Serov, N Guba - Věda a perspektivy, 2023 - perspectives.pp.ua",http://perspectives.pp.ua/index.php/vp/article/download/6850/6890,"[{'title': 'APA', 'content': 'Rot-Serov, O., & Guba, N. (2023). SOCIAL-PSYCHOLOGICAL ASPECTS OF THE COMPETENCE OF IT SPECIALISTS IN THE CONTEXT OF PROFESSIONAL INTERACTION.Věda a perspektivy, (10 (29)).'}, {'title': 'ISO 690', 'content': 'ROT-SEROV, Oleksandr; GUBA, Natalya. SOCIAL-PSYCHOLOGICAL ASPECTS OF THE COMPETENCE OF IT SPECIALISTS IN THE CONTEXT OF PROFESSIONAL INTERACTION.Věda a perspektivy, 2023, no 10 (29).'}, {'title': 'MLA', 'content': 'Rot-Serov, Oleksandr, and Natalya Guba. ""SOCIAL-PSYCHOLOGICAL ASPECTS OF THE COMPETENCE OF IT SPECIALISTS IN THE CONTEXT OF PROFESSIONAL INTERACTION.""Věda a perspektivy10 (29) (2023).'}]","… the competences necessary for IT professionals to work in a … one's emotions among Ukrainian 
IT professionals have been … of recent research addressing the skills gap in the IT industry …"
Exploring Information Systems (IS) curricula: a semantic analysis approach,"H Shi, D Hwang, D Chong, G Yan - Information Discovery and …, 2023 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/IDD-06-2023-0060,"[{'title': 'MLA', 'content': 'Shi, Hui, et al. ""Exploring Information Systems (IS) curricula: a semantic analysis approach.""Information Discovery and Deliveryahead-of-print (2023).'}, {'title': 'APA', 'content': 'Shi, H., Hwang, D., Chong, D., & Yan, G. (2023). Exploring Information Systems (IS) curricula: a semantic analysis approach.Information Discovery and Delivery, (ahead-of-print).'}, {'title': 'ISO 690', 'content': 'SHI, Hui, et al. Exploring Information Systems (IS) curricula: a semantic analysis approach.Information Discovery and Delivery, 2023, ahead-of-print.'}]","… As companies that are adopting a new group of technologies, they are in huge need of IT 
professionals who can fill various IT positions with a mixture of technical and problem-solving …"
"BCS: Influence, Impact and in the News","C Penketh - ITNOW, 2023 - academic.oup.com",https://academic.oup.com/itnow/article-abstract/65/1/28/7051187,"[{'title': 'MLA', 'content': 'Penketh, Claire. ""BCS: Influence, Impact and in the News.""ITNOW65.1 (2023): 28-29.'}, {'title': 'APA', 'content': 'Penketh, C. (2023). BCS: Influence, Impact and in the News.ITNOW,65(1), 28-29.'}, {'title': 'ISO 690', 'content': 'PENKETH, Claire. BCS: Influence, Impact and in the News.ITNOW, 2023, 65. Jg., Nr. 1, S. 28-29.'}]","… workforce, they only account for 0.7 percent of IT professionals. For black women to be truly 
… They included prioritisation of closing the digital skills gap, digital transformation, growth of …"
Strengthening digital safety for small businesses,"J Brown - Computer Fraud & Security, 2024 - magonlinelibrary.com",https://www.magonlinelibrary.com/doi/pdf/10.12968/S1361-3723%2824%2970009-8,"[{'title': 'APA', 'content': 'Brown, J. (2024). Strengthening digital safety for small businesses.Computer Fraud & Security,2024(3).'}, {'title': 'ISO 690', 'content': 'BROWN, Jen. Strengthening digital safety for small businesses.Computer Fraud & Security, 2024, vol. 2024, no 3.'}, {'title': 'MLA', 'content': 'Brown, Jen. ""Strengthening digital safety for small businesses.""Computer Fraud & Security2024.3 (2024).'}]","… To begin with, create a dialogue with your IT professionals. Understand what their pain 
points are, and when there are more systemic issues arising around IT at the workplace. Then, …"
[HTML][HTML] Stress in the cybersecurity profession: a systematic review of related literature and opportunities for future research,"T Singh, AC Johnston, J D'Arcy… - … Journal: Practice, Process …, 2023 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/OCJ-06-2022-0012/full/html,"[{'title': 'APA', 'content': ""Singh, T., Johnston, A. C., D'Arcy, J., & Harms, P. D. (2023). Stress in the cybersecurity profession: a systematic review of related literature and opportunities for future research.Organizational Cybersecurity Journal: Practice, Process and People,3(2), 100-126.""}, {'title': 'ISO 690', 'content': 'SINGH, Tripti, et al. Stress in the cybersecurity profession: a systematic review of related literature and opportunities for future research.Organizational Cybersecurity Journal: Practice, Process and People, 2023, vol. 3, no 2, p. 100-126.'}, {'title': 'MLA', 'content': 'Singh, Tripti, et al. ""Stress in the cybersecurity profession: a systematic review of related literature and opportunities for future research.""Organizational Cybersecurity Journal: Practice, Process and People3.2 (2023): 100-126.'}]","… are distinct from those experienced by regular IT professionals and scholars should seek to 
… In addition, the current skills gap has been exacerbated by the difficulty in retaining qualified …"
A Study on Employee Job Satisfaction in IT Industry in Bangalore,"K Shilpa - International Journal of Case Studies in Business, IT …, 2023 - supublication.com",https://www.supublication.com/index.php/ijcsbe/article/view/1048,"[{'title': 'MLA', 'content': 'Shilpa, K. ""A Study on Employee Job Satisfaction in IT Industry in Bangalore.""International Journal of Case Studies in Business, IT and Education (IJCSBE)7.4 (2023): 366-378.'}, {'title': 'APA', 'content': 'Shilpa, K. (2023). A Study on Employee Job Satisfaction in IT Industry in Bangalore.International Journal of Case Studies in Business, IT and Education (IJCSBE),7(4), 366-378.'}, {'title': 'Chicago', 'content': 'Shilpa, K. ""A Study on Employee Job Satisfaction in IT Industry in Bangalore.""International Journal of Case Studies in Business, IT and Education (IJCSBE)7, no. 4 (2023): 366-378.'}, {'title': 'Harvard', 'content': 'Shilpa, K., 2023. A Study on Employee Job Satisfaction in IT Industry in Bangalore.International Journal of Case Studies in Business, IT and Education (IJCSBE),7(4), pp.366-378.'}, {'title': 'Vancouver', 'content': 'Shilpa K. A Study on Employee Job Satisfaction in IT Industry in Bangalore. International Journal of Case Studies in Business, IT and Education (IJCSBE). 2023 Dec 28;7(4):366-78.'}]","… [9]): IT professionals' job satisfaction was studied, and it was … career development possibilities 
for IT professionals, such as … To close the skills gap and improve employee job satisfaction, …"
Unleashing the Potential of Artificial Intelligence in Auditing: A Comprehensive Exploration of its Multifaceted Impact,"R Patel, F Khan, B Silva, J Shaturaev - 2023 - mpra.ub.uni-muenchen.de",https://mpra.ub.uni-muenchen.de/id/eprint/119616,"[{'title': 'MLA', 'content': 'Patel, Rajesh, et al. ""Unleashing the Potential of Artificial Intelligence in Auditing: A Comprehensive Exploration of its Multifaceted Impact."" (2023): 41-57.'}, {'title': 'APA', 'content': 'Patel, R., Khan, F., Silva, B., & Shaturaev, J. (2023). Unleashing the Potential of Artificial Intelligence in Auditing: A Comprehensive Exploration of its Multifaceted Impact.'}, {'title': 'Chicago', 'content': 'Patel, Rajesh, Fatima Khan, Buddhika Silva, and Jakhongir Shaturaev. ""Unleashing the Potential of Artificial Intelligence in Auditing: A Comprehensive Exploration of its Multifaceted Impact."" (2023): 41-57.'}, {'title': 'Harvard', 'content': 'Patel, R., Khan, F., Silva, B. and Shaturaev, J., 2023. Unleashing the Potential of Artificial Intelligence in Auditing: A Comprehensive Exploration of its Multifaceted Impact.'}, {'title': 'Vancouver', 'content': 'Patel R, Khan F, Silva B, Shaturaev J. Unleashing the Potential of Artificial Intelligence in Auditing: A Comprehensive Exploration of its Multifaceted Impact.'}]","… improves audit efficiency, enhances risk assessment capabilities, facilitates more informed 
decision-making, and requires ethical considerations and collaboration with IT professionals …"
A Curriculum for the Body of Knowledge in Open Finance,"D Broby, C Murphy - 2024 - pure.ulster.ac.uk",https://pure.ulster.ac.uk/en/publications/a-curriculum-for-the-body-of-knowledge-in-open-finance,"[{'title': 'MLA', 'content': 'Broby, Daniel, and Colette Murphy. ""A Curriculum for the Body of Knowledge in Open Finance."" (2024).'}, {'title': 'APA', 'content': 'Broby, D., & Murphy, C. (2024). A Curriculum for the Body of Knowledge in Open Finance.'}, {'title': 'Chicago', 'content': 'Broby, Daniel, and Colette Murphy. ""A Curriculum for the Body of Knowledge in Open Finance."" (2024).'}, {'title': 'Harvard', 'content': 'Broby, D. and Murphy, C., 2024. A Curriculum for the Body of Knowledge in Open Finance.'}, {'title': 'Vancouver', 'content': 'Broby D, Murphy C. A Curriculum for the Body of Knowledge in Open Finance.'}]","… This paper addresses an identified skills gap in graduates who are entering the Open … 
financial work experience amongst the majority of IT professionals which we believe our proposal …"
Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment,J Häggström - 2023 - studenttheses.uu.nl,https://studenttheses.uu.nl/handle/20.500.12932/45409,"[{'title': 'MLA', 'content': 'Häggström, Joel.Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment. MS thesis. 2023.'}, {'title': 'APA', 'content': ""Häggström, J. (2023).Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment(Master's thesis).""}, {'title': 'Chicago', 'content': 'Häggström, Joel. ""Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment."" Master\'s thesis, 2023.'}, {'title': 'Harvard', 'content': ""Häggström, J., 2023.Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment(Master's thesis).""}, {'title': 'Vancouver', 'content': ""Häggström J.Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment(Master's thesis).""}]","… Recent graduates can benefit from part-time jobs or traineeships to bridge the skills gap 
and … Moreover, the education of IT professionals costs money for societies. Suppose the …"
AI-Driven cloud security: Examining the impact of user behavior analysis on threat detection,"SO Olabanji, Y Marquis, CS Adigwe… - Asian Journal of …, 2024 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4709384,"[{'title': 'MLA', 'content': 'Olabanji, Samuel Oladiipo, et al. ""AI-Driven cloud security: Examining the impact of user behavior analysis on threat detection.""Asian Journal of Research in Computer Science17.3 (2024): 57-74.'}, {'title': 'NBR 6023', 'content': 'OLABANJI, Samuel Oladiipo et al. AI-Driven cloud security: Examining the impact of user behavior analysis on threat detection.Asian Journal of Research in Computer Science, v. 17, n. 3, p. 57-74, 2024.'}, {'title': 'APA', 'content': 'Olabanji, S. O., Marquis, Y., Adigwe, C. S., Ajayi, S. A., Oladoyinbo, T. O., & Olaniyi, O. O. (2024). AI-Driven cloud security: Examining the impact of user behavior analysis on threat detection.Asian Journal of Research in Computer Science,17(3), 57-74.'}]","… This study provides valuable insights for both businesses and IT professionals on the effective 
… This skills gap poses a significant challenge, impeding the effective management and …"
[PDF][PDF] Educating ICS Cybersecurity Professionals A comparative study of graduate level curricula & industry needs,SA Mikkelsplass - 2023 - hiof.brage.unit.no,https://hiof.brage.unit.no/hiof-xmlui/bitstream/handle/11250/3089711/Mikkelsplass_Stine%20Aurora.PDF?sequence=1,"[{'title': 'MLA', 'content': 'Mikkelsplass, Stine Aurora.Educating ICS Cybersecurity Professionals A comparative study of graduate level curricula & industry needs. MS thesis. 2023.'}, {'title': 'APA', 'content': ""Mikkelsplass, S. A. (2023).Educating ICS Cybersecurity Professionals A comparative study of graduate level curricula & industry needs(Master's thesis).""}, {'title': 'ISO 690', 'content': ""MIKKELSPLASS, Stine Aurora.Educating ICS Cybersecurity Professionals A comparative study of graduate level curricula & industry needs. 2023. Master's Thesis.""}]","… the importance of IT professionals in ICS security. Consequently, IT professionals are crucial 
… Although there is plenty of literature on the ICS cybersecurity skills gap (see section 2.3), no …"
Interrogating the contemporary English language needs for the ICT industry in the Namibian context,"L Gawazah, HZ Woldemariam - 2023 - ir.nust.na",https://ir.nust.na/handle/10628/985,"[{'title': 'APA', 'content': 'Gawazah, L., & Woldemariam, H. Z. (2023). Interrogating the contemporary English language needs for the ICT industry in the Namibian context.'}, {'title': 'ISO 690', 'content': 'GAWAZAH, Lazarus et WOLDEMARIAM, Haileleul Zeleke. Interrogating the contemporary English language needs for the ICT industry in the Namibian context. 2023.'}, {'title': 'MLA', 'content': 'Gawazah, Lazarus, and Haileleul Zeleke Woldemariam. ""Interrogating the contemporary English language needs for the ICT industry in the Namibian context."" (2023).'}]","… Both students and IT professionals were asked about the relevance of English language 
expertise in relation to a set of similar language-related skills in separate questionnaires. …"
The Role of Industry-Academia Partnerships Can Play in Cybersecurity:: Exploring Collaborative Approaches to Address Cybercrime,"B Yankson, E Berkoh… - International …, 2024 - papers.academic-conferences.org",https://papers.academic-conferences.org/index.php/iccws/article/view/2169,"[{'title': 'MLA', 'content': 'Yankson, Benjamin, et al. ""The Role of Industry-Academia Partnerships Can Play in Cybersecurity:: Exploring Collaborative Approaches to Address Cybercrime.""International Conference on Cyber Warfare and Security. Vol. 19. No. 1. 2024.'}, {'title': 'APA', 'content': 'Yankson, B., Berkoh, E., Hussein, M., & Dadson, Y. (2024, March). The Role of Industry-Academia Partnerships Can Play in Cybersecurity:: Exploring Collaborative Approaches to Address Cybercrime. InInternational Conference on Cyber Warfare and Security(Vol. 19, No. 1, pp. 26-33).'}, {'title': 'ISO 690', 'content': 'YANKSON, Benjamin, et al. The Role of Industry-Academia Partnerships Can Play in Cybersecurity:: Exploring Collaborative Approaches to Address Cybercrime. In:International Conference on Cyber Warfare and Security. 2024. p. 26-33.'}]","… private sector can breach the cybersecurity skills gap by ensuring that relevant cybersecurity 
… By actively participating in initiatives aimed at producing highly skilled IT professionals with …"
[PDF][PDF] The Role of the Discipline of Information Technology: A Systematic Literature Review,"JR Riep, K Akanbi, H Said - Issues in Informing Science and Information …, 2023 - iisit.org",http://iisit.org/Vol20/IISITv20p025-038Riep9401.pdf,"[{'title': 'MLA', 'content': 'Riep, Josette R., Kemi Akanbi, and Hazem Said. ""The Role of the Discipline of Information Technology: A Systematic Literature Review.""Issues in Informing Science and Information Technology20 (2023): 023-038.'}, {'title': 'APA', 'content': 'Riep, J. R., Akanbi, K., & Said, H. (2023). The Role of the Discipline of Information Technology: A Systematic Literature Review.Issues in Informing Science and Information Technology,20, 023-038.'}, {'title': 'Chicago', 'content': 'Riep, Josette R., Kemi Akanbi, and Hazem Said. ""The Role of the Discipline of Information Technology: A Systematic Literature Review.""Issues in Informing Science and Information Technology20 (2023): 023-038.'}, {'title': 'Harvard', 'content': 'Riep, J.R., Akanbi, K. and Said, H., 2023. The Role of the Discipline of Information Technology: A Systematic Literature Review.Issues in Informing Science and Information Technology,20, pp.023-038.'}, {'title': 'Vancouver', 'content': 'Riep JR, Akanbi K, Said H. The Role of the Discipline of Information Technology: A Systematic Literature Review. Issues in Informing Science and Information Technology. 2023 Jun 12;20:023-38.'}]","… Many highlight the challenge as not just a numbers gap but a skills gap when comparing 
industry needs to the curricula in traditional disciplines within higher education. Closing the gap …"
[HTML][HTML] A Laboratory-Based Multidisciplinary Approach for Effective Education and Training in Industrial Collaborative Robotics,"R Antunes, L Nunes, ML Aguiar, PD Gaspar - Laboratories, 2024 - mdpi.com",https://www.mdpi.com/2813-8856/1/1/2,"[{'title': 'APA', 'content': 'Antunes, R., Nunes, L., Aguiar, M. L. D., & Gaspar, P. D. (2024). A Laboratory-Based Multidisciplinary Approach for Effective Education and Training in Industrial Collaborative Robotics.Laboratories,1(1), 34-51.'}, {'title': 'ISO 690', 'content': 'ANTUNES, Rodrigo, et al. A Laboratory-Based Multidisciplinary Approach for Effective Education and Training in Industrial Collaborative Robotics.Laboratories, 2024, vol. 1, no 1, p. 34-51.'}, {'title': 'MLA', 'content': 'Antunes, Rodrigo, et al. ""A Laboratory-Based Multidisciplinary Approach for Effective Education and Training in Industrial Collaborative Robotics.""Laboratories1.1 (2024): 34-51.'}]","… The rapid evolution of robotics across various sectors, including healthcare, manufacturing, 
and domestic applications, has underscored a significant workforce skills gap. The shortage …"
INVESTMENTS IN THE INFORMATION TECHNOLOGY SECTOR AND DIGITALIZATION IN UZBEKISTAN,"JO Shukhratovch - BARQARORLIK VA YETAKCHI TADQIQOTLAR …, 2023 - sciencebox.uz",http://sciencebox.uz/index.php/jars/article/view/7290,"[{'title': 'MLA', 'content': 'Shukhratovch, Jumakulov Ozodbek. ""INVESTMENTS IN THE INFORMATION TECHNOLOGY SECTOR AND DIGITALIZATION IN UZBEKISTAN.""BARQARORLIK VA YETAKCHI TADQIQOTLAR ONLAYN ILMIY JURNALI3.5 (2023): 475-483.'}, {'title': 'APA', 'content': 'Shukhratovch, J. O. (2023). INVESTMENTS IN THE INFORMATION TECHNOLOGY SECTOR AND DIGITALIZATION IN UZBEKISTAN.BARQARORLIK VA YETAKCHI TADQIQOTLAR ONLAYN ILMIY JURNALI,3(5), 475-483.'}, {'title': 'ISO 690', 'content': 'SHUKHRATOVCH, Jumakulov Ozodbek. INVESTMENTS IN THE INFORMATION TECHNOLOGY SECTOR AND DIGITALIZATION IN UZBEKISTAN.BARQARORLIK VA YETAKCHI TADQIQOTLAR ONLAYN ILMIY JURNALI, 2023, 3.5: 475-483.'}]","… This helps to bridge the skills gap and nurture a pool of talented professionals in Uzbekistan… 
This includes training for IT professionals, employees, and the general public to promote …"
Engineers Soft Skills in the 4th Industrial Revolution: Perspectives of Employers in Morocco,"R BELKBIR - International Journal of Accounting, Finance, Auditing …, 2023 - ijafame.org",http://ijafame.org/index.php/ijafame/article/view/1175,"[{'title': 'MLA', 'content': 'BELKBIR, Riham. ""Engineers Soft Skills in the 4th Industrial Revolution: Perspectives of Employers in Morocco.""International Journal of Accounting, Finance, Auditing, Management and Economics4.4-2 (2023): 340-358.'}, {'title': 'APA', 'content': 'BELKBIR, R. (2023). Engineers Soft Skills in the 4th Industrial Revolution: Perspectives of Employers in Morocco.International Journal of Accounting, Finance, Auditing, Management and Economics,4(4-2), 340-358.'}, {'title': 'Chicago', 'content': 'BELKBIR, Riham. ""Engineers Soft Skills in the 4th Industrial Revolution: Perspectives of Employers in Morocco.""International Journal of Accounting, Finance, Auditing, Management and Economics4, no. 4-2 (2023): 340-358.'}, {'title': 'Harvard', 'content': 'BELKBIR, R., 2023. Engineers Soft Skills in the 4th Industrial Revolution: Perspectives of Employers in Morocco.International Journal of Accounting, Finance, Auditing, Management and Economics,4(4-2), pp.340-358.'}, {'title': 'Vancouver', 'content': 'BELKBIR R. Engineers Soft Skills in the 4th Industrial Revolution: Perspectives of Employers in Morocco. International Journal of Accounting, Finance, Auditing, Management and Economics. 2023 Aug 24;4(4-2):340-58.'}]","… When investigating the potential soft skills gap between engineers and the job market, all 
six (100%) participants agreed that there is a huge gap between the educational setting and …"
[PDF][PDF] On IPv6 Slow Adoption; Why We Might Approach it Wrongly?,"MA Setiawan - Jurnal Ilmiah Teknik Elektro Komputer dan …, 2023 - eprints.uad.ac.id",https://eprints.uad.ac.id/43355/1/14-On%20IPv6%20Slow%20Adoption;%20Why%20We%20Might%20Approach%20it%20Wrongly.pdf,"[{'title': 'MLA', 'content': 'Setiawan, Mukhammad Andri. ""On IPv6 Slow Adoption; Why We Might Approach it Wrongly?.""Jurnal Ilmiah Teknik Elektro Komputer dan Informatika (JITEKI)9.2 (2023): 385-395.'}, {'title': 'APA', 'content': 'Setiawan, M. A. (2023). On IPv6 Slow Adoption; Why We Might Approach it Wrongly?.Jurnal Ilmiah Teknik Elektro Komputer dan Informatika (JITEKI),9(2), 385-395.'}, {'title': 'ISO 690', 'content': 'SETIAWAN, Mukhammad Andri. On IPv6 Slow Adoption; Why We Might Approach it Wrongly?.Jurnal Ilmiah Teknik Elektro Komputer dan Informatika (JITEKI), 2023, 9.2: 385-395.'}]","… The lack of training and educational resources on IPv6 can contribute to a skills gap, limiting 
the capacity of IT professionals and network administrators to implement and maintain the …"
Building a resilient cybersecurity workforce: A multidisciplinary solution to the problem of high turnover of cybersecurity analysts,"B Adetoye, RC Fong - Cybersecurity in the Age of Smart Societies …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-20160-8_5,"[{'title': 'MLA', 'content': 'Adetoye, Babatunde, and Rose Cheuk-wai Fong. ""Building a resilient cybersecurity workforce: A multidisciplinary solution to the problem of high turnover of cybersecurity analysts.""Cybersecurity in the Age of Smart Societies: Proceedings of the 14th International Conference on Global Security, Safety and Sustainability, London, September 2022. Cham: Springer International Publishing, 2023.'}, {'title': 'APA', 'content': 'Adetoye, B., & Fong, R. C. W. (2023, January). Building a resilient cybersecurity workforce: A multidisciplinary solution to the problem of high turnover of cybersecurity analysts. InCybersecurity in the Age of Smart Societies: Proceedings of the 14th International Conference on Global Security, Safety and Sustainability, London, September 2022(pp. 61-87). Cham: Springer International Publishing.'}, {'title': 'ISO 690', 'content': 'ADETOYE, Babatunde; FONG, Rose Cheuk-wai. Building a resilient cybersecurity workforce: A multidisciplinary solution to the problem of high turnover of cybersecurity analysts. In:Cybersecurity in the Age of Smart Societies: Proceedings of the 14th International Conference on Global Security, Safety and Sustainability, London, September 2022. Cham: Springer International Publishing, 2023. p. 61-87.'}]","… the most pronounced workforce skills gap, with evidence of … The combination of the existing 
skills gap and high turnover … of ‘overemployment’, where IT professionals can now work for …"
[PDF][PDF] GRADUATE CENTRE FOR MANAGEMENT,"M Twum-Darko, SN Kasse, TO Tokosi, YA Yakubu - bankseta.org.za",https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'MLA', 'content': 'Twum-Darko, Michael, et al. ""GRADUATE CENTRE FOR MANAGEMENT.""'}, {'title': 'APA', 'content': 'Twum-Darko, M., Kasse, S. N., Tokosi, T. O., & Yakubu, Y. A. GRADUATE CENTRE FOR MANAGEMENT.'}, {'title': 'ISO 690', 'content': 'TWUM-DARKO, Michael, et al. GRADUATE CENTRE FOR MANAGEMENT.'}]","… , there is a concern of a skills gap by business graduates and skills … We know that IT 
professionals in a South African study face … IT professionals form part of a bank’s workforce thus, …"
[PDF][PDF] The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database,"T Akyazi, A Goti, F Báyon - Industry 4.0 and the Road to …, 2024 - library.oapen.org",https://library.oapen.org/bitstream/handle/20.500.12657/87611/1/978-3-031-35479-3.pdf#page=194,"[{'title': 'MLA', 'content': 'Akyazi, Tugce, Aitor Goti, and Félix Báyon. ""The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database.""Industry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future. Cham: Springer International Publishing, 2024. 183-201.'}, {'title': 'APA', 'content': 'Akyazi, T., Goti, A., & Báyon, F. (2024). The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database. InIndustry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future(pp. 183-201). Cham: Springer International Publishing.'}, {'title': 'Chicago', 'content': 'Akyazi, Tugce, Aitor Goti, and Félix Báyon. ""The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database."" InIndustry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future, pp. 183-201. Cham: Springer International Publishing, 2024.'}, {'title': 'Harvard', 'content': 'Akyazi, T., Goti, A. and Báyon, F., 2024. The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database. InIndustry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future(pp. 183-201). Cham: Springer International Publishing.'}, {'title': 'Vancouver', 'content': 'Akyazi T, Goti A, Báyon F. The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database. InIndustry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future 2024 Feb 13 (pp. 183-201). Cham: Springer International Publishing.'}]","… may be established for reducing the skills gap between the industry … IT professionals in 28 
countries but also addresses the development of prominent standards among IT professionals …"
