Exploring Information Systems (IS) curricula: a semantic analysis approach,"H Shi, D Hwang, D Chong, G Yan - Information Discovery and …, 2023 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/IDD-06-2023-0060,"[{'title': 'MLA', 'content': 'Shi, Hui, et al. ""Exploring Information Systems (IS) curricula: a semantic analysis approach.""Information Discovery and Deliveryahead-of-print (2023).'}, {'title': 'APA', 'content': 'Shi, H., Hwang, D., Chong, D., & Yan, G. (2023). Exploring Information Systems (IS) curricula: a semantic analysis approach.Information Discovery and Delivery, (ahead-of-print).'}, {'title': 'ISO 690', 'content': 'SHI, Hui, et al. Exploring Information Systems (IS) curricula: a semantic analysis approach.Information Discovery and Delivery, 2023, ahead-of-print.'}]","… As companies that are adopting a new group of technologies, they are in huge need of IT 
professionals who can fill various IT positions with a mixture of technical and problem-solving …"
Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment,J Häggström - 2023 - studenttheses.uu.nl,https://studenttheses.uu.nl/handle/20.500.12932/45409,"[{'title': 'MLA', 'content': 'Häggström, Joel.Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment. MS thesis. 2023.'}, {'title': 'APA', 'content': ""Häggström, J. (2023).Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment(Master's thesis).""}, {'title': 'Chicago', 'content': 'Häggström, Joel. ""Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment."" Master\'s thesis, 2023.'}, {'title': 'Harvard', 'content': ""Häggström, J., 2023.Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment(Master's thesis).""}, {'title': 'Vancouver', 'content': ""Häggström J.Onboarding of Recent Graduates in the IT Sector in a Flexible Work Environment(Master's thesis).""}]","… Recent graduates can benefit from part-time jobs or traineeships to bridge the skills gap 
and … Moreover, the education of IT professionals costs money for societies. Suppose the …"
[PDF][PDF] Educating ICS Cybersecurity Professionals A comparative study of graduate level curricula & industry needs,SA Mikkelsplass - 2023 - hiof.brage.unit.no,https://hiof.brage.unit.no/hiof-xmlui/bitstream/handle/11250/3089711/Mikkelsplass_Stine%20Aurora.PDF?sequence=1,"[{'title': 'MLA', 'content': 'Mikkelsplass, Stine Aurora.Educating ICS Cybersecurity Professionals A comparative study of graduate level curricula & industry needs. MS thesis. 2023.'}, {'title': 'APA', 'content': ""Mikkelsplass, S. A. (2023).Educating ICS Cybersecurity Professionals A comparative study of graduate level curricula & industry needs(Master's thesis).""}, {'title': 'ISO 690', 'content': ""MIKKELSPLASS, Stine Aurora.Educating ICS Cybersecurity Professionals A comparative study of graduate level curricula & industry needs. 2023. Master's Thesis.""}]","… the importance of IT professionals in ICS security. Consequently, IT professionals are crucial 
… Although there is plenty of literature on the ICS cybersecurity skills gap (see section 2.3), no …"
Interrogating the contemporary English language needs for the ICT industry in the Namibian context,"L Gawazah, HZ Woldemariam - 2023 - ir.nust.na",https://ir.nust.na/handle/10628/985,"[{'title': 'APA', 'content': 'Gawazah, L., & Woldemariam, H. Z. (2023). Interrogating the contemporary English language needs for the ICT industry in the Namibian context.'}, {'title': 'ISO 690', 'content': 'GAWAZAH, Lazarus et WOLDEMARIAM, Haileleul Zeleke. Interrogating the contemporary English language needs for the ICT industry in the Namibian context. 2023.'}, {'title': 'MLA', 'content': 'Gawazah, Lazarus, and Haileleul Zeleke Woldemariam. ""Interrogating the contemporary English language needs for the ICT industry in the Namibian context."" (2023).'}]","… Both students and IT professionals were asked about the relevance of English language 
expertise in relation to a set of similar language-related skills in separate questionnaires. …"
[PDF][PDF] The Role of the Discipline of Information Technology: A Systematic Literature Review,"JR Riep, K Akanbi, H Said - Issues in Informing Science and Information …, 2023 - iisit.org",http://iisit.org/Vol20/IISITv20p025-038Riep9401.pdf,"[{'title': 'MLA', 'content': 'Riep, Josette R., Kemi Akanbi, and Hazem Said. ""The Role of the Discipline of Information Technology: A Systematic Literature Review.""Issues in Informing Science and Information Technology20 (2023): 023-038.'}, {'title': 'APA', 'content': 'Riep, J. R., Akanbi, K., & Said, H. (2023). The Role of the Discipline of Information Technology: A Systematic Literature Review.Issues in Informing Science and Information Technology,20, 023-038.'}, {'title': 'Chicago', 'content': 'Riep, Josette R., Kemi Akanbi, and Hazem Said. ""The Role of the Discipline of Information Technology: A Systematic Literature Review.""Issues in Informing Science and Information Technology20 (2023): 023-038.'}, {'title': 'Harvard', 'content': 'Riep, J.R., Akanbi, K. and Said, H., 2023. The Role of the Discipline of Information Technology: A Systematic Literature Review.Issues in Informing Science and Information Technology,20, pp.023-038.'}, {'title': 'Vancouver', 'content': 'Riep JR, Akanbi K, Said H. The Role of the Discipline of Information Technology: A Systematic Literature Review. Issues in Informing Science and Information Technology. 2023 Jun 12;20:023-38.'}]","… Many highlight the challenge as not just a numbers gap but a skills gap when comparing 
industry needs to the curricula in traditional disciplines within higher education. Closing the gap …"
[PDF][PDF] How can HR Learning Programs Support Up and Reskilling IT Employees,"R Allen, S Granison, AH Lim - 2023 - ecommons.cornell.edu",https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'MLA', 'content': 'Allen, Rebecca, Samantha Granison, and Annie Hyeonjoo Lim. ""How can HR Learning Programs Support Up and Reskilling IT Employees."" (2023).'}, {'title': 'APA', 'content': 'Allen, R., Granison, S., & Lim, A. H. (2023). How can HR Learning Programs Support Up and Reskilling IT Employees.'}, {'title': 'ISO 690', 'content': 'ALLEN, Rebecca; GRANISON, Samantha; LIM, Annie Hyeonjoo. How can HR Learning Programs Support Up and Reskilling IT Employees. 2023.'}]","… This summary explores the strategic upskilling and reskilling of IT professionals and how 
HR-driven initiatives can develop the critical capabilities necessary for navigating the ever-…"
Mercado de trabalho em Tecnologia da Comunicação e Informação (TI): análise de um experimento de aproximação entre academia e indústria no Porto Digital,"M Valença, W Diniz, M Pincovsky, C França… - Anais do VIII …, 2023 - sol.sbc.org.br",https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'MLA', 'content': 'Valença, Marcela, et al. ""Mercado de trabalho em Tecnologia da Comunicação e Informação (TI): análise de um experimento de aproximação entre academia e indústria no Porto Digital.""Anais do VIII Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software. SBC, 2023.'}, {'title': 'APA', 'content': 'Valença, M., Diniz, W., Pincovsky, M., França, C., & Cabral, G. (2023, August). Mercado de trabalho em Tecnologia da Comunicação e Informação (TI): análise de um experimento de aproximação entre academia e indústria no Porto Digital. InAnais do VIII Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software(pp. 1-10). SBC.'}, {'title': 'Chicago', 'content': 'Valença, Marcela, Wellynton Diniz, Mariana Pincovsky, César França, and Giordano Cabral. ""Mercado de trabalho em Tecnologia da Comunicação e Informação (TI): análise de um experimento de aproximação entre academia e indústria no Porto Digital."" InAnais do VIII Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software, pp. 1-10. SBC, 2023.'}, {'title': 'Harvard', 'content': 'Valença, M., Diniz, W., Pincovsky, M., França, C. and Cabral, G., 2023, August. Mercado de trabalho em Tecnologia da Comunicação e Informação (TI): análise de um experimento de aproximação entre academia e indústria no Porto Digital. InAnais do VIII Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software(pp. 1-10). SBC.'}, {'title': 'Vancouver', 'content': 'Valença M, Diniz W, Pincovsky M, França C, Cabral G. Mercado de trabalho em Tecnologia da Comunicação e Informação (TI): análise de um experimento de aproximação entre academia e indústria no Porto Digital. InAnais do VIII Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software 2023 Aug 6 (pp. 1-10). SBC.'}]","… Still, another factor that has been shown to be relevant is the misalignment between the 
skills present in IT professionals and the skills expected by the sector, causing professionals in …"
A Study of Technical Skill development Programmes after COVID-19 Pandemic Situation in India,"P Sharma - Think India Journal, 2023 - thinkindiaquarterly.org",https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'MLA', 'content': 'Sharma, Pankaj. ""A Study of Technical Skill development Programmes after COVID-19 Pandemic Situation in India.""Think India Journal26.3 (2023): 18-28.'}, {'title': 'NBR 6023', 'content': 'SHARMA, Pankaj. A Study of Technical Skill development Programmes after COVID-19 Pandemic Situation in India.Think India Journal, v. 26, n. 3, p. 18-28, 2023.'}, {'title': 'APA', 'content': 'Sharma, P. (2023). A Study of Technical Skill development Programmes after COVID-19 Pandemic Situation in India.Think India Journal,26(3), 18-28.'}]","… Enormous skills gap exists between what industries demand based on the rapid 
economic growth and the skills that young people acquire through education and training. …"
Analysis of Information System Development in the Context of the Latest Technological Era: Challenges and Potential for Success,"ANS Putro, S Mokodenseho… - West Science …, 2023 - wsj.westscience-press.com",https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'ГОСТ', 'content': 'Putro A. N. S., Mokodenseho S., Aziz A. M. Analysis of Information System Development in the Context of the Latest Technological Era: Challenges and Potential for Success //West Science Information System and Technology. – 2023. – Т. 1. – №. 01. – С. 19-26.'}, {'title': 'MLA', 'content': 'Putro, Adi Nugroho Susanto, Sabil Mokodenseho, and Adit Mohammad Aziz. ""Analysis of Information System Development in the Context of the Latest Technological Era: Challenges and Potential for Success.""West Science Information System and Technology1.01 (2023): 19-26.'}, {'title': 'APA', 'content': 'Putro, A. N. S., Mokodenseho, S., & Aziz, A. M. (2023). Analysis of Information System Development in the Context of the Latest Technological Era: Challenges and Potential for Success.West Science Information System and Technology,1(01), 19-26.'}]","… in employee training to bridge the technical skills gap. Policymakers and industry associations 
… training programs and partnerships with IT professionals. Resistance to change could be …"
Proposing the future skill requirements for maritime cyber security,"O Soner, C Kandemir - Cognition, Technology & Work, 2024 - Springer",https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'MLA', 'content': 'Soner, Omer, and Cagatay Kandemir. ""Proposing the future skill requirements for maritime cyber security.""Cognition, Technology & Work(2024): 1-14.'}, {'title': 'NBR 6023', 'content': 'SONER, Omer; KANDEMIR, Cagatay. Proposing the future skill requirements for maritime cyber security.Cognition, Technology & Work, p. 1-14, 2024.'}, {'title': 'APA', 'content': 'Soner, O., & Kandemir, C. (2024). Proposing the future skill requirements for maritime cyber security.Cognition, Technology & Work, 1-14.'}]","… measurement of cybersecurity skills among non-IT professionals. Their research focuses on 
creating … This can help bridge the skills gap and ensure that practitioners have the necessary …"
"SKILL GAP ANALYSIS OF OVERSEAS JOB MARKET �
THE EXPERIENCE OF BANGLADESH",RA Mahmood - seip-fd.gov.bd,https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'MLA', 'content': 'Mahmood, Raisul Awal. ""Skills for Employment Investment Program (SEIP).""'}, {'title': 'APA', 'content': 'Mahmood, R. A. Skills for Employment Investment Program (SEIP).'}, {'title': 'Chicago', 'content': 'Mahmood, Raisul Awal. ""Skills for Employment Investment Program (SEIP).""'}, {'title': 'Harvard', 'content': 'Mahmood, R.A., Skills for Employment Investment Program (SEIP).'}, {'title': 'Vancouver', 'content': 'Mahmood RA. Skills for Employment Investment Program (SEIP).'}]","… what is the skills gap and what factors underline the existence of any skills gap. Another issue 
… and digitization of economic activities underline demand for IT professionals (Table 4.2.4). …"
Addressing the Need for Interculturality in Cybersecurity Education,"S Swartz, D Nayak - Journal of The Colloquium for Information Systems …, 2024 - cisse.info",https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'MLA', 'content': 'Swartz, Stephanie, and Deveeshree Nayak. ""Addressing the Need for Interculturality in Cybersecurity Education.""Journal of The Colloquium for Information Systems Security Education. Vol. 11. No. 1. 2024.'}, {'title': 'APA', 'content': 'Swartz, S., & Nayak, D. (2024, February). Addressing the Need for Interculturality in Cybersecurity Education. InJournal of The Colloquium for Information Systems Security Education(Vol. 11, No. 1, pp. 5-5).'}, {'title': 'ISO 690', 'content': 'SWARTZ, Stephanie; NAYAK, Deveeshree. Addressing the Need for Interculturality in Cybersecurity Education. In:Journal of The Colloquium for Information Systems Security Education. 2024. p. 5-5.'}]","… standardized roles that can effectively address the skills gap in the field of cybersecurity. … 
presents even the most computer savvy IT professionals with multiple challenges. Apart from …"
Lifelong training approaches for the post-pandemic workforces: A systematic review,"A Patino, N Naffi - International Journal of Lifelong Education, 2023 - Taylor & Francis",https://www.bankseta.org.za/wp-content/uploads/2023/04/Barriers-to-skills-development-contribution-to-the-transformation-of-the-banking-and-alternative-banking-sector-1.pdf,"[{'title': 'APA', 'content': 'Patino, A., & Naffi, N. (2023). Lifelong training approaches for the post-pandemic workforces: A systematic review.International Journal of Lifelong Education,42(3), 249-269.'}, {'title': 'ISO 690', 'content': 'PATINO, Azeneth; NAFFI, Nadia. Lifelong training approaches for the post-pandemic workforces: A systematic review.International Journal of Lifelong Education, 2023, vol. 42, no 3, p. 249-269.'}, {'title': 'MLA', 'content': 'Patino, Azeneth, and Nadia Naffi. ""Lifelong training approaches for the post-pandemic workforces: A systematic review.""International Journal of Lifelong Education42.3 (2023): 249-269.'}]","… a skills gap. Nadkarni and Prügl (Citation2021) note that digital transformation poses the threat 
of a skills gap … (Citation2020) provide principles to train IT professionals in the digital age, …"
